# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3800, i.e. number of multipoles equal to 3799
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               phiphi           Tphi             
3233 1.5674142097e-12 2.3892509192e-17 4.4573145847e-18
3234 1.5666038558e-12 2.3854548341e-17 4.5079233483e-18
3235 1.5658463145e-12 2.3816641609e-17 4.5597013594e-18
3236 1.5651419745e-12 2.3778787561e-17 4.6125160433e-18
3237 1.5644883862e-12 2.3740984120e-17 4.6661317530e-18
3238 1.5638823838e-12 2.3703229038e-17 4.7202865550e-18
3239 1.5633207934e-12 2.3665520064e-17 4.7747178660e-18
3240 1.5628004330e-12 2.3627854939e-17 4.8291624524e-18
3241 1.5623181126e-12 2.3590231399e-17 4.8833564298e-18
3242 1.5618706345e-12 2.3552647176e-17 4.9370352626e-18
3243 1.5614547925e-12 2.3515099992e-17 4.9899337634e-18
3244 1.5610673727e-12 2.3477587567e-17 5.0417860927e-18
3245 1.5607051530e-12 2.3440107613e-17 5.0923257579e-18
3246 1.5603649033e-12 2.3402657837e-17 5.1412856135e-18
3247 1.5600433856e-12 2.3365235940e-17 5.1883978599e-18
3248 1.5597373536e-12 2.3327839617e-17 5.2333940435e-18
3249 1.5594435530e-12 2.3290466557e-17 5.2760050557e-18
3250 1.5591587216e-12 2.3253114442e-17 5.3159611327e-18
3251 1.5588795890e-12 2.3215780950e-17 5.3529918550e-18
3252 1.5586028766e-12 2.3178463753e-17 5.3868261467e-18
3253 1.5583252979e-12 2.3141160515e-17 5.4171922752e-18
3254 1.5580435583e-12 2.3103868897e-17 5.4438178505e-18
3255 1.5577543550e-12 2.3066586551e-17 5.4664298250e-18
3256 1.5574543771e-12 2.3029311125e-17 5.4847544927e-18
3257 1.5571403057e-12 2.2992040262e-17 5.4985174886e-18
3258 1.5568088136e-12 2.2954771596e-17 5.5074437888e-18
3259 1.5564565657e-12 2.2917502757e-17 5.5112577093e-18
3260 1.5560802186e-12 2.2880231369e-17 5.5096829059e-18
3261 1.5556764209e-12 2.2842955050e-17 5.5024423737e-18
3262 1.5552418128e-12 2.2805671412e-17 5.4892584462e-18
3263 1.5547730266e-12 2.2768378061e-17 5.4698527955e-18
3264 1.5542666865e-12 2.2731072597e-17 5.4439464310e-18
3265 1.5537194082e-12 2.2693752612e-17 5.4112596996e-18
3266 1.5531277996e-12 2.2656415697e-17 5.3715122846e-18
3267 1.5524884601e-12 2.2619059432e-17 5.3244232058e-18
3268 1.5517979813e-12 2.2581681393e-17 5.2697108183e-18
3269 1.5510529462e-12 2.2544279151e-17 5.2070928128e-18
3270 1.5502499300e-12 2.2506850270e-17 5.1362862144e-18
3271 1.5493854993e-12 2.2469392306e-17 5.0570073824e-18
3272 1.5484562128e-12 2.2431902814e-17 4.9689720098e-18
3273 1.5474586209e-12 2.2394379338e-17 4.8718951228e-18
3274 1.5463892658e-12 2.2356819418e-17 4.7654910804e-18
3275 1.5452446814e-12 2.2319220588e-17 4.6494735734e-18
3276 1.5440222902e-12 2.2281581861e-17 4.5237471782e-18
3277 1.5427230986e-12 2.2243908188e-17 4.3889829516e-18
3278 1.5413490134e-12 2.2206206016e-17 4.2460454086e-18
3279 1.5399019464e-12 2.2168481810e-17 4.0958012038e-18
3280 1.5383838143e-12 2.2130742052e-17 3.9391191333e-18
3281 1.5367965387e-12 2.2092993236e-17 3.7768701364e-18
3282 1.5351420463e-12 2.2055241875e-17 3.6099272969e-18
3283 1.5334222683e-12 2.2017494497e-17 3.4391658451e-18
3284 1.5316391413e-12 2.1979757644e-17 3.2654631593e-18
3285 1.5297946066e-12 2.1942037876e-17 3.0896987673e-18
3286 1.5278906103e-12 2.1904341768e-17 2.9127543483e-18
3287 1.5259291037e-12 2.1866675911e-17 2.7355137344e-18
3288 1.5239120429e-12 2.1829046911e-17 2.5588629123e-18
3289 1.5218413890e-12 2.1791461391e-17 2.3836900247e-18
3290 1.5197191080e-12 2.1753925990e-17 2.2108853723e-18
3291 1.5175471709e-12 2.1716447361e-17 2.0413414152e-18
3292 1.5153275536e-12 2.1679032175e-17 1.8759527747e-18
3293 1.5130622369e-12 2.1641687117e-17 1.7156162346e-18
3294 1.5107532068e-12 2.1604418890e-17 1.5612307435e-18
3295 1.5084024541e-12 2.1567234212e-17 1.4136974155e-18
3296 1.5060119745e-12 2.1530139817e-17 1.2739195329e-18
3297 1.5035837688e-12 2.1493142453e-17 1.1428025470e-18
3298 1.5011198427e-12 2.1456248887e-17 1.0212540799e-18
3299 1.4986222070e-12 2.1419465901e-17 9.1018392669e-19
3300 1.4960928773e-12 2.1382800292e-17 8.1050405635e-19
3301 1.4935338745e-12 2.1346258873e-17 7.2312861385e-19
3302 1.4909472241e-12 2.1309848475e-17 6.4897392163e-19
3303 1.4883349568e-12 2.1273575943e-17 5.8895848129e-19
3304 1.4856991084e-12 2.1237448139e-17 5.4400297516e-19
3305 1.4830417196e-12 2.1201471941e-17 5.1503026803e-19
3306 1.4803648360e-12 2.1165654242e-17 5.0296540872e-19
3307 1.4776705084e-12 2.1130001952e-17 5.0873563174e-19
3308 1.4749607925e-12 2.1094521997e-17 5.3327035895e-19
3309 1.4722377490e-12 2.1059221320e-17 5.7750120117e-19
3310 1.4695034438e-12 2.1024106877e-17 6.4236195982e-19
3311 1.4667599476e-12 2.0989185645e-17 7.2878862858e-19
3312 1.4640093364e-12 2.0954464612e-17 8.3771939502e-19
3313 1.4612536909e-12 2.0919950785e-17 9.7009464222e-19
3314 1.4584950970e-12 2.0885651188e-17 1.1268569505e-18
3315 1.4557356458e-12 2.0851572858e-17 1.3089510988e-18
3316 1.4529767590e-12 2.0817720422e-17 1.5168745093e-18
3317 1.4502171631e-12 2.0784088797e-17 1.7493264073e-18
3318 1.4474549065e-12 2.0750670453e-17 2.0045526970e-18
3319 1.4446880329e-12 2.0717457842e-17 2.2807949739e-18
3320 1.4419145812e-12 2.0684443398e-17 2.5762905209e-18
3321 1.4391325856e-12 2.0651619536e-17 2.8892723055e-18
3322 1.4363400758e-12 2.0618978650e-17 3.2179689766e-18
3323 1.4335350763e-12 2.0586513116e-17 3.5606048609e-18
3324 1.4307156074e-12 2.0554215292e-17 3.9153999598e-18
3325 1.4278796843e-12 2.0522077516e-17 4.2805699463e-18
3326 1.4250253177e-12 2.0490092106e-17 4.6543261613e-18
3327 1.4221505133e-12 2.0458251363e-17 5.0348756109e-18
3328 1.4192532722e-12 2.0426547567e-17 5.4204209626e-18
3329 1.4163315909e-12 2.0394972980e-17 5.8091605424e-18
3330 1.4133834609e-12 2.0363519844e-17 6.1992883313e-18
3331 1.4104068691e-12 2.0332180383e-17 6.5889939624e-18
3332 1.4073997976e-12 2.0300946801e-17 6.9764627170e-18
3333 1.4043602236e-12 2.0269811283e-17 7.3598755219e-18
3334 1.4012861198e-12 2.0238765994e-17 7.7374089461e-18
3335 1.3981754540e-12 2.0207803081e-17 8.1072351971e-18
3336 1.3950261891e-12 2.0176914672e-17 8.4675221181e-18
3337 1.3918362835e-12 2.0146092874e-17 8.8164331844e-18
3338 1.3886036905e-12 2.0115329776e-17 9.1521275004e-18
3339 1.3853263590e-12 2.0084617448e-17 9.4727597961e-18
3340 1.3820022327e-12 2.0053947940e-17 9.7764804242e-18
3341 1.3786292508e-12 2.0023313283e-17 1.0061435356e-17
3342 1.3752053475e-12 1.9992705488e-17 1.0325766180e-17
3343 1.3717284526e-12 1.9962116548e-17 1.0567610096e-17
3344 1.3681964905e-12 1.9931538436e-17 1.0785099913e-17
3345 1.3646073813e-12 1.9900963105e-17 1.0976364048e-17
3346 1.3609590400e-12 1.9870382490e-17 1.1139526519e-17
3347 1.3572493770e-12 1.9839788505e-17 1.1272706944e-17
3348 1.3534762977e-12 1.9809173046e-17 1.1374020538e-17
3349 1.3496377028e-12 1.9778527988e-17 1.1441578108e-17
3350 1.3457314881e-12 1.9747845189e-17 1.1473486052e-17
3351 1.3417555447e-12 1.9717116484e-17 1.1467846355e-17
3352 1.3377077586e-12 1.9686333693e-17 1.1422756582e-17
3353 1.3335860114e-12 1.9655488613e-17 1.1336309882e-17
3354 1.3293881794e-12 1.9624573022e-17 1.1206594977e-17
3355 1.3251121344e-12 1.9593578681e-17 1.1031696167e-17
3356 1.3207566346e-12 1.9562499460e-17 1.0810462923e-17
3357 1.3163240042e-12 1.9531337751e-17 1.0544822375e-17
3358 1.3118174652e-12 1.9500098085e-17 1.0237476915e-17
3359 1.3072402479e-12 1.9468785007e-17 9.8911355141e-18
3360 1.3025955904e-12 1.9437403068e-17 9.5085137290e-18
3361 1.2978867387e-12 1.9405956835e-17 9.0923337043e-18
3362 1.2931169468e-12 1.9374450883e-17 8.6453241791e-18
3363 1.2882894766e-12 1.9342889798e-17 8.1702204917e-18
3364 1.2834075979e-12 1.9311278178e-17 7.6697645842e-18
3365 1.2784745885e-12 1.9279620633e-17 7.1467050078e-18
3366 1.2734937341e-12 1.9247921781e-17 6.6037969275e-18
3367 1.2684683284e-12 1.9216186254e-17 6.0438021272e-18
3368 1.2634016730e-12 1.9184418694e-17 5.4694890143e-18
3369 1.2582970776e-12 1.9152623753e-17 4.8836326251e-18
3370 1.2531578598e-12 1.9120806096e-17 4.2890146294e-18
3371 1.2479873452e-12 1.9088970396e-17 3.6884233355e-18
3372 1.2427888673e-12 1.9057121341e-17 3.0846536951e-18
3373 1.2375657676e-12 1.9025263628e-17 2.4805073084e-18
3374 1.2323213959e-12 1.8993401965e-17 1.8787924289e-18
3375 1.2270591095e-12 1.8961541070e-17 1.2823239683e-18
3376 1.2217822741e-12 1.8929685675e-17 6.9392350166e-19
3377 1.2164942634e-12 1.8897840522e-17 1.1641927185e-19
3378 1.2111984588e-12 1.8866010361e-17 -4.4735380500e-19
3379 1.2058982501e-12 1.8834199959e-17 -9.9455413481e-19
3380 1.2005970350e-12 1.8802414089e-17 -1.5223334406e-18
3381 1.1952982192e-12 1.8770657537e-17 -2.0278367577e-18
3382 1.1900052164e-12 1.8738935101e-17 -2.5082024283e-18
3383 1.1847214485e-12 1.8707251589e-17 -2.9605620972e-18
3384 1.1794503454e-12 1.8675611820e-17 -3.3820407066e-18
3385 1.1741953450e-12 1.8644020626e-17 -3.7697564908e-18
3386 1.1689598933e-12 1.8612482848e-17 -4.1208209719e-18
3387 1.1637474445e-12 1.8581003340e-17 -4.4323389545e-18
3388 1.1585614608e-12 1.8549586964e-17 -4.7014085207e-18
3389 1.1534054123e-12 1.8518238598e-17 -4.9251210255e-18
3390 1.1482827776e-12 1.8486963128e-17 -5.1005610915e-18
3391 1.1431970430e-12 1.8455765451e-17 -5.2248066043e-18
3392 1.1381517031e-12 1.8424650477e-17 -5.2949287073e-18
3393 1.1331502606e-12 1.8393623127e-17 -5.3079917968e-18
3394 1.1281962263e-12 1.8362688331e-17 -5.2610535174e-18
3395 1.1232931192e-12 1.8331851033e-17 -5.1511647566e-18
3396 1.1184435738e-12 1.8301115269e-17 -4.9763745186e-18
3397 1.1136466586e-12 1.8270481409e-17 -4.7387492889e-18
3398 1.1089005462e-12 1.8239948903e-17 -4.4413666843e-18
3399 1.1042034045e-12 1.8209517202e-17 -4.0873117628e-18
3400 1.0995533972e-12 1.8179185753e-17 -3.6796770289e-18
3401 1.0949486834e-12 1.8148954002e-17 -3.2215624397e-18
3402 1.0903874177e-12 1.8118821393e-17 -2.7160754100e-18
3403 1.0858677502e-12 1.8088787369e-17 -2.1663308180e-18
3404 1.0813878265e-12 1.8058851371e-17 -1.5754510106e-18
3405 1.0769457877e-12 1.8029012838e-17 -9.4656580930e-19
3406 1.0725397706e-12 1.7999271207e-17 -2.8281251524e-19
3407 1.0681679071e-12 1.7969625914e-17 4.1266408487e-19
3408 1.0638283248e-12 1.7940076394e-17 1.1367117134e-18
3409 1.0595191470e-12 1.7910622078e-17 1.8861705962e-18
3410 1.0552384921e-12 1.7881262397e-17 2.6578734574e-18
3411 1.0509844741e-12 1.7851996781e-17 3.4486455133e-18
3412 1.0467552027e-12 1.7822824655e-17 4.2553044673e-18
3413 1.0425487828e-12 1.7793745447e-17 5.0746605043e-18
3414 1.0383633149e-12 1.7764758578e-17 5.9035162852e-18
3415 1.0341968950e-12 1.7735863472e-17 6.7386669412e-18
3416 1.0300476144e-12 1.7707059549e-17 7.5769000684e-18
3417 1.0259135600e-12 1.7678346227e-17 8.4149957222e-18
3418 1.0217928141e-12 1.7649722923e-17 9.2497264121e-18
3419 1.0176834546e-12 1.7621189052e-17 1.0077857096e-17
3420 1.0135835546e-12 1.7592744027e-17 1.0896145174e-17
3421 1.0094911827e-12 1.7564387261e-17 1.1701340484e-17
3422 1.0054044033e-12 1.7536118163e-17 1.2490185295e-17
3423 1.0013212757e-12 1.7507936140e-17 1.3259414304e-17
3424 9.9723985497e-13 1.7479840601e-17 1.4005754626e-17
3425 9.9315819158e-13 1.7451830948e-17 1.4725925795e-17
3426 9.8907433135e-13 1.7423906586e-17 1.5416639750e-17
3427 9.8498631558e-13 1.7396066916e-17 1.6074600838e-17
3428 9.8089218097e-13 1.7368311336e-17 1.6696505803e-17
3429 9.7678995966e-13 1.7340639245e-17 1.7279043781e-17
3430 9.7267767920e-13 1.7313050039e-17 1.7818896299e-17
3431 9.6855336254e-13 1.7285543111e-17 1.8312737264e-17
3432 9.6441502806e-13 1.7258117855e-17 1.8757232957e-17
3433 9.6026068953e-13 1.7230773661e-17 1.9149042036e-17
3434 9.5608835613e-13 1.7203509918e-17 1.9484815518e-17
3435 9.5189603246e-13 1.7176326013e-17 1.9761196785e-17
3436 9.4768248898e-13 1.7149221042e-17 1.9975772168e-17
3437 9.4344957714e-13 1.7122192936e-17 2.0129927159e-17
3438 9.3919992415e-13 1.7095239330e-17 2.0226002366e-17
3439 9.3493616336e-13 1.7068357853e-17 2.0266344029e-17
3440 9.3066093431e-13 1.7041546130e-17 2.0253304025e-17
3441 9.2637688269e-13 1.7014801778e-17 2.0189239867e-17
3442 9.2208666039e-13 1.6988122409e-17 2.0076514713e-17
3443 9.1779292546e-13 1.6961505630e-17 1.9917497370e-17
3444 9.1349834213e-13 1.6934949041e-17 1.9714562293e-17
3445 9.0920558084e-13 1.6908450237e-17 1.9470089597e-17
3446 9.0491731821e-13 1.6882006806e-17 1.9186465054e-17
3447 9.0063623705e-13 1.6855616331e-17 1.8866080102e-17
3448 8.9636502638e-13 1.6829276390e-17 1.8511331845e-17
3449 8.9210638144e-13 1.6802984553e-17 1.8124623062e-17
3450 8.8786300365e-13 1.6776738386e-17 1.7708362207e-17
3451 8.8363760067e-13 1.6750535448e-17 1.7264963415e-17
3452 8.7943288638e-13 1.6724373294e-17 1.6796846505e-17
3453 8.7525158087e-13 1.6698249469e-17 1.6306436987e-17
3454 8.7109641046e-13 1.6672161517e-17 1.5796166063e-17
3455 8.6697010772e-13 1.6646106973e-17 1.5268470631e-17
3456 8.6287541145e-13 1.6620083368e-17 1.4725793292e-17
3457 8.5881506668e-13 1.6594088225e-17 1.4170582351e-17
3458 8.5479182470e-13 1.6568119062e-17 1.3605291825e-17
3459 8.5080844304e-13 1.6542173393e-17 1.3032381443e-17
3460 8.4686768551e-13 1.6516248723e-17 1.2454316652e-17
3461 8.4297232216e-13 1.6490342554e-17 1.1873568621e-17
3462 8.3912512930e-13 1.6464452379e-17 1.1292614247e-17
3463 8.3532888952e-13 1.6438575687e-17 1.0713936153e-17
3464 8.3158639169e-13 1.6412709962e-17 1.0140022702e-17
3465 8.2790043094e-13 1.6386852680e-17 9.5733679919e-18
3466 8.2427380870e-13 1.6361001311e-17 9.0164718642e-18
3467 8.2070933268e-13 1.6335153322e-17 8.4718399076e-18
3468 8.1720981688e-13 1.6309306170e-17 7.9419834618e-18
3469 8.1377808160e-13 1.6283457309e-17 7.4294196213e-18
3470 8.1041695343e-13 1.6257604187e-17 6.9366712402e-18
3471 8.0712926529e-13 1.6231744244e-17 6.4662669361e-18
3472 8.0391785639e-13 1.6205874916e-17 6.0207410938e-18
3473 8.0078557225e-13 1.6179993632e-17 5.6026338703e-18
3474 7.9773526472e-13 1.6154097815e-17 5.2144911980e-18
3475 7.9476979197e-13 1.6128184882e-17 4.8588647895e-18
3476 7.9189115182e-13 1.6102253129e-17 4.5376640595e-18
3477 7.8909787768e-13 1.6076304383e-17 4.2502088987e-18
3478 7.8638763166e-13 1.6050341360e-17 3.9951687019e-18
3479 7.8375807022e-13 1.6024366782e-17 3.7712097019e-18
3480 7.8120684418e-13 1.5998383378e-17 3.5769949675e-18
3481 7.7873159870e-13 1.5972393883e-17 3.4111844009e-18
3482 7.7632997332e-13 1.5946401037e-17 3.2724347359e-18
3483 7.7399960188e-13 1.5920407588e-17 3.1593995350e-18
3484 7.7173811261e-13 1.5894416290e-17 3.0707291876e-18
3485 7.6954312803e-13 1.5868429902e-17 3.0050709073e-18
3486 7.6741226503e-13 1.5842451190e-17 2.9610687300e-18
3487 7.6534313480e-13 1.5816482927e-17 2.9373635114e-18
3488 7.6333334287e-13 1.5790527890e-17 2.9325929246e-18
3489 7.6138048909e-13 1.5764588866e-17 2.9453914580e-18
3490 7.5948216762e-13 1.5738668645e-17 2.9743904128e-18
3491 7.5763596693e-13 1.5712770024e-17 3.0182179011e-18
3492 7.5583946980e-13 1.5686895808e-17 3.0754988430e-18
3493 7.5409025331e-13 1.5661048805e-17 3.1448549649e-18
3494 7.5238588886e-13 1.5635231833e-17 3.2249047967e-18
3495 7.5072394212e-13 1.5609447714e-17 3.3142636699e-18
3496 7.4910197305e-13 1.5583699277e-17 3.4115437152e-18
3497 7.4751753592e-13 1.5557989356e-17 3.5153538600e-18
3498 7.4596817927e-13 1.5532320794e-17 3.6242998263e-18
3499 7.4445144591e-13 1.5506696437e-17 3.7369841284e-18
3500 7.4296487294e-13 1.5481119141e-17 3.8520060704e-18
3501 7.4150599172e-13 1.5455591766e-17 3.9679617443e-18
3502 7.4007232789e-13 1.5430117178e-17 4.0834440273e-18
3503 7.3866140132e-13 1.5404698250e-17 4.1970425797e-18
3504 7.3727072618e-13 1.5379337863e-17 4.3073438426e-18
3505 7.3589781087e-13 1.5354038901e-17 4.4129310355e-18
3506 7.3454015805e-13 1.5328804256e-17 4.5123841543e-18
3507 7.3319526461e-13 1.5303636828e-17 4.6042799684e-18
3508 7.3186062169e-13 1.5278539521e-17 4.6871920193e-18
3509 7.3053371468e-13 1.5253515246e-17 4.7596906172e-18
3510 7.2921202320e-13 1.5228566921e-17 4.8203428398e-18
3511 7.2789302107e-13 1.5203697470e-17 4.8677125293e-18
3512 7.2657417637e-13 1.5178909822e-17 4.9003602901e-18
3513 7.2525295140e-13 1.5154206915e-17 4.9168434871e-18
3514 7.2392680265e-13 1.5129591692e-17 4.9157162427e-18
3515 7.2259318084e-13 1.5105067101e-17 4.8955294350e-18
3516 7.2125016317e-13 1.5080635225e-17 4.8552230970e-18
3517 7.1989835295e-13 1.5056294648e-17 4.7953054057e-18
3518 7.1853898788e-13 1.5032043076e-17 4.7166786008e-18
3519 7.1717330849e-13 1.5007878210e-17 4.6202470307e-18
3520 7.1580255815e-13 1.4983797744e-17 4.5069171540e-18
3521 7.1442798306e-13 1.4959799368e-17 4.3775975410e-18
3522 7.1305083230e-13 1.4935880765e-17 4.2331988751e-18
3523 7.1167235774e-13 1.4912039614e-17 4.0746339547e-18
3524 7.1029381414e-13 1.4888273586e-17 3.9028176942e-18
3525 7.0891645910e-13 1.4864580350e-17 3.7186671259e-18
3526 7.0754155305e-13 1.4840957565e-17 3.5231014011e-18
3527 7.0617035929e-13 1.4817402889e-17 3.3170417921e-18
3528 7.0480414398e-13 1.4793913972e-17 3.1014116936e-18
3529 7.0344417612e-13 1.4770488457e-17 2.8771366237e-18
3530 7.0209172758e-13 1.4747123985e-17 2.6451442262e-18
3531 7.0074807310e-13 1.4723818188e-17 2.4063642715e-18
3532 6.9941449025e-13 1.4700568695e-17 2.1617286583e-18
3533 6.9809225951e-13 1.4677373127e-17 1.9121714154e-18
3534 6.9678266418e-13 1.4654229102e-17 1.6586287026e-18
3535 6.9548699047e-13 1.4631134230e-17 1.4020388128e-18
3536 6.9420652743e-13 1.4608086117e-17 1.1433421733e-18
3537 6.9294256701e-13 1.4585082363e-17 8.8348134703e-19
3538 6.9169640401e-13 1.4562120562e-17 6.2340103460e-19
3539 6.9046933612e-13 1.4539198302e-17 3.6404807540e-19
3540 6.8926266391e-13 1.4516313166e-17 1.0637144925e-19
3541 6.8807769082e-13 1.4493462732e-17 -1.4867772208e-19
3542 6.8691572319e-13 1.4470644571e-17 -4.0014617339e-19
3543 6.8577807023e-13 1.4447856249e-17 -6.4707849451e-19
3544 6.8466604405e-13 1.4425095327e-17 -8.8851712880e-19
3545 6.8358095963e-13 1.4402359359e-17 -1.1235023717e-18
3546 6.8252413487e-13 1.4379645895e-17 -1.3510723690e-18
3547 6.8149689053e-13 1.4356952476e-17 -1.5702631157e-18
3548 6.8050055030e-13 1.4334276643e-17 -1.7801084541e-18
3549 6.7953644073e-13 1.4311615925e-17 -1.9796400727e-18
3550 6.7860589130e-13 1.4288967851e-17 -2.1678875041e-18
3551 6.7771023438e-13 1.4266329940e-17 -2.3438781243e-18
3552 6.7685080523e-13 1.4243699707e-17 -2.5066371503e-18
3553 6.7602894204e-13 1.4221074662e-17 -2.6551876394e-18
3554 6.7524598590e-13 1.4198452308e-17 -2.7885504871e-18
3555 6.7450328079e-13 1.4175830144e-17 -2.9057444259e-18
3556 6.7380166875e-13 1.4153206295e-17 -3.0060404697e-18
3557 6.7313997295e-13 1.4130581419e-17 -3.0897263958e-18
3558 6.7251650838e-13 1.4107956809e-17 -3.1573454096e-18
3559 6.7192958611e-13 1.4085333762e-17 -3.2094419852e-18
3560 6.7137751328e-13 1.4062713576e-17 -3.2465618664e-18
3561 6.7085859316e-13 1.4040097553e-17 -3.2692520677e-18
3562 6.7037112508e-13 1.4017486999e-17 -3.2780608751e-18
3563 6.6991340447e-13 1.3994883222e-17 -3.2735378471e-18
3564 6.6948372283e-13 1.3972287530e-17 -3.2562338156e-18
3565 6.6908036776e-13 1.3949701239e-17 -3.2267008865e-18
3566 6.6870162290e-13 1.3927125664e-17 -3.1854924411e-18
3567 6.6834576800e-13 1.3904562125e-17 -3.1331631366e-18
3568 6.6801107886e-13 1.3882011942e-17 -3.0702689074e-18
3569 6.6769582735e-13 1.3859476443e-17 -2.9973669653e-18
3570 6.6739828142e-13 1.3836956953e-17 -2.9150158013e-18
3571 6.6711670507e-13 1.3814454804e-17 -2.8237751859e-18
3572 6.6684935835e-13 1.3791971329e-17 -2.7242061701e-18
3573 6.6659449739e-13 1.3769507865e-17 -2.6168710865e-18
3574 6.6635037436e-13 1.3747065751e-17 -2.5023335498e-18
3575 6.6611523748e-13 1.3724646328e-17 -2.3811584584e-18
3576 6.6588733103e-13 1.3702250943e-17 -2.2539119945e-18
3577 6.6566489532e-13 1.3679880943e-17 -2.1211616255e-18
3578 6.6544616672e-13 1.3657537679e-17 -1.9834761048e-18
3579 6.6522937762e-13 1.3635222504e-17 -1.8414254728e-18
3580 6.6501275647e-13 1.3612936775e-17 -1.6955810573e-18
3581 6.6479452775e-13 1.3590681852e-17 -1.5465154753e-18
3582 6.6457291195e-13 1.3568459097e-17 -1.3948026330e-18
3583 6.6434612561e-13 1.3546269876e-17 -1.2410177271e-18
3584 6.6411238131e-13 1.3524115555e-17 -1.0857372461e-18
3585 6.6386988761e-13 1.3501997508e-17 -9.2953897022e-19
3586 6.6361684913e-13 1.3479917107e-17 -7.7300197332e-19
3587 6.6335146650e-13 1.3457875730e-17 -6.1670662315e-19
3588 6.6307193635e-13 1.3435874757e-17 -4.6123458253e-19
3589 6.6277645135e-13 1.3413915569e-17 -3.0716881015e-19
3590 6.6246320014e-13 1.3391999553e-17 -1.5509356155e-19
3591 6.6213036740e-13 1.3370128098e-17 -5.5943899294e-21
3592 6.6177613381e-13 1.3348302594e-17 1.4074185286e-19
3593 6.6139867604e-13 1.3326524437e-17 2.8332701546e-19
3594 6.6099616677e-13 1.3304795023e-17 4.2157164612e-19
3595 6.6056677467e-13 1.3283115754e-17 5.5488499174e-19
3596 6.6010906408e-13 1.3261487814e-17 6.8281420999e-19
3597 6.5962319586e-13 1.3239911526e-17 8.0546262674e-19
3598 6.5910973139e-13 1.3218386994e-17 9.2307318080e-19
3599 6.5856923342e-13 1.3196914323e-17 1.0358893661e-18
3600 6.5800226601e-13 1.3175493619e-17 1.1441552320e-18
3601 6.5740939453e-13 1.3154124985e-17 1.2481153838e-18
3602 6.5679118570e-13 1.3132808526e-17 1.3480149832e-18
3603 6.5614820756e-13 1.3111544348e-17 1.4440997485e-18
3604 6.5548102949e-13 1.3090332556e-17 1.5366159548e-18
3605 6.5479022217e-13 1.3069173254e-17 1.6258104351e-18
3606 6.5407635766e-13 1.3048066548e-17 1.7119305800e-18
3607 6.5334000931e-13 1.3027012542e-17 1.7952243383e-18
3608 6.5258175182e-13 1.3006011343e-17 1.8759402174e-18
3609 6.5180216123e-13 1.2985063054e-17 1.9543272839e-18
3610 6.5100181491e-13 1.2964167781e-17 2.0306351637e-18
3611 6.5018129156e-13 1.2943325629e-17 2.1051140424e-18
3612 6.4934117123e-13 1.2922536704e-17 2.1780146658e-18
3613 6.4848203530e-13 1.2901801111e-17 2.2495883404e-18
3614 6.4760446650e-13 1.2881118955e-17 2.3200869335e-18
3615 6.4670904887e-13 1.2860490342e-17 2.3897628737e-18
3616 6.4579636783e-13 1.2839915376e-17 2.4588691517e-18
3617 6.4486701012e-13 1.2819394163e-17 2.5276593198e-18
